Log file open, 03/16/15 15:21:07
LogInit:Display: Running engine for game: KodainaKingdom
LogInit: Version: 4.7.2-2467323+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Mar  2 2015 23:16:34
[2015.03.16-19.47.43:818][892]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Blueprints/BattleHUD" FILE="../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/BattleHUD.uasset" SILENT=true
[2015.03.16-19.47.44:871][892]LogSavePackage: Save=765.839600ms
[2015.03.16-19.47.44:871][892]LogSavePackage: Moving '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Saved/BattleHUD045C3DD54814D337AC0DF2909A113B8E.tmp' to '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/BattleHUD.uasset'
[2015.03.16-19.48.09:813][  2]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Blueprints/BattleHUD" FILE="../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/BattleHUD.uasset" SILENT=true
[2015.03.16-19.48.10:861][  2]LogSavePackage: Save=763.174072ms
[2015.03.16-19.48.10:861][  2]LogSavePackage: Moving '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Saved/BattleHUD5318B73D4B34DF0219E5D7A75357A99A.tmp' to '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/BattleHUD.uasset'
[2015.03.16-19.49.44:846][450]BlueprintLog: New page: Compile BattleHUD
[2015.03.16-19.49.45:223][450]LogBlueprint:Warning: [compiler] Warning Type mismatch between pins  Target  and  Message Box 
[2015.03.16-19.49.45:224][450]LogBlueprint:Warning: [compiler] Warning Could not find a function named "appendMessage" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:224][450]LogBlueprint:Warning: [compiler] Warning Type mismatch between pins  Message Box  and  Target 
[2015.03.16-19.49.45:224][450]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:225][450]LogBlueprint:Warning: [compiler] Warning Type mismatch between pins  Target  and  Message Box 
[2015.03.16-19.49.45:225][450]LogBlueprint:Warning: [compiler] Warning Could not find a function named "appendMessage" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:225][450]LogBlueprint:Warning: [compiler] Warning Type mismatch between pins  Message Box  and  Target 
[2015.03.16-19.49.45:225][450]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:226][450]LogBlueprint:Warning: [compiler] Warning Type mismatch between pins  Target  and  Message Box 
[2015.03.16-19.49.45:226][450]LogBlueprint:Warning: [compiler] Warning Could not find a function named "appendMessage" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:226][450]LogBlueprint:Warning: [compiler] Warning Type mismatch between pins  Message Box  and  Target 
[2015.03.16-19.49.45:226][450]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:227][450]LogBlueprint:Warning: [compiler] Warning Type mismatch between pins  Target  and  Message Box 
[2015.03.16-19.49.45:227][450]LogBlueprint:Warning: [compiler] Warning Could not find a function named "appendMessage" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:227][450]LogBlueprint:Warning: [compiler] Warning Type mismatch between pins  Message Box  and  Target 
[2015.03.16-19.49.45:227][450]LogBlueprint:Warning: [compiler] Warning Could not find a variable named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:293][450]LogBlueprint:Error: [compiler] Error The property associated with  Message Box  could not be found
[2015.03.16-19.49.45:293][450]LogBlueprint:Error: [compiler] Error The property associated with  Message Box  could not be found
[2015.03.16-19.49.45:293][450]LogBlueprint:Error: [compiler] Error The property associated with  Message Box  could not be found
[2015.03.16-19.49.45:293][450]LogBlueprint:Error: [compiler] Error The property associated with  Message Box  could not be found
[2015.03.16-19.49.45:604][450]LogBlueprint:Warning: [compiler] Warning [1718.83] Compile of BattleHUD failed. 4 Fatal Issue(s) 16 Warning(s) [in 757 ms]
[2015.03.16-19.49.45:604][450]BlueprintEditorCompileResults:Warning: Warning Type mismatch between pins  Target  and  Message Box 
[2015.03.16-19.49.45:604][450]BlueprintEditorCompileResults:Warning: Warning Could not find a function named "appendMessage" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:604][450]BlueprintEditorCompileResults:Warning: Warning Type mismatch between pins  Message Box  and  Target 
[2015.03.16-19.49.45:604][450]BlueprintEditorCompileResults:Warning: Warning Could not find a variable named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Type mismatch between pins  Target  and  Message Box 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Could not find a function named "appendMessage" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Type mismatch between pins  Message Box  and  Target 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Could not find a variable named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Type mismatch between pins  Target  and  Message Box 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Could not find a function named "appendMessage" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Type mismatch between pins  Message Box  and  Target 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Could not find a variable named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Type mismatch between pins  Target  and  Message Box 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Could not find a function named "appendMessage" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Type mismatch between pins  Message Box  and  Target 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning Could not find a variable named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  MessageBoxExecOnEnd 
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Error: Error The property associated with  Message Box  could not be found
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Error: Error The property associated with  Message Box  could not be found
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Error: Error The property associated with  Message Box  could not be found
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Error: Error The property associated with  Message Box  could not be found
[2015.03.16-19.49.45:605][450]BlueprintEditorCompileResults:Warning: Warning [1718.83] Compile of BattleHUD failed. 4 Fatal Issue(s) 16 Warning(s) [in 757 ms]
[2015.03.16-19.50.14:500][900]BlueprintLog: New page: Compile BattleHUD
[2015.03.16-19.50.15:064][900]BlueprintEditorCompileResults: Info [1748.29] Compile of BattleHUD successful! [in 563 ms]
[2015.03.16-19.50.15:875][924]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Maps/TestLevel" FILE="../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Maps/TestLevel.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2015.03.16-19.50.16:553][924]LogSavePackage: Save=358.000061ms
[2015.03.16-19.50.16:553][924]LogSavePackage: Moving '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Saved/TestLevel3149521F476BAA1A5C8D4F82A7A89BD2.tmp' to '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Maps/TestLevel.umap'
[2015.03.16-19.50.16:638][924]LogFileHelpers: Saving map 'TestLevel' took 0.998
[2015.03.16-19.50.16:647][924]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Blueprints/BattleHUD" FILE="../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/BattleHUD.uasset" SILENT=true
[2015.03.16-19.50.17:741][924]LogSavePackage: Save=809.003479ms
[2015.03.16-19.50.17:741][924]LogSavePackage: Moving '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Saved/BattleHUDDBC18DE740374A1647358A89BF012DAC.tmp' to '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/BattleHUD.uasset'
[2015.03.16-19.50.21:182][112]BlueprintLog: New page: Pre-PIE auto-recompile
[2015.03.16-19.50.21:228][112]LogPlayLevel: [PIE] Compiling MyCharacter before PIE...
[2015.03.16-19.50.21:866][112]LogBlueprint:Warning: [compiler] Warning Could not find a function named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Message Box 
[2015.03.16-19.50.21:872][112]LogBlueprint:Warning: [compiler] Warning Could not find a function named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Message Box 
[2015.03.16-19.50.21:872][112]LogBlueprint:Warning: [compiler] Warning Could not find a function named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Message Box 
[2015.03.16-19.50.22:057][112]LogBlueprint:Warning: [compiler] Warning Could not find the function 'MessageBox' called from  Message Box 
[2015.03.16-19.50.22:057][112]LogBlueprint:Warning: [compiler] Warning Could not find the function 'MessageBox' called from  Message Box 
[2015.03.16-19.50.22:057][112]LogBlueprint:Warning: [compiler] Warning Could not find the function 'MessageBox' called from  Message Box 
[2015.03.16-19.50.22:302][112]LogBlueprint:Warning: [compiler] Warning [1755.52] Compile of MyCharacter successful, but with 6 Warning(s) [in 942 ms]
[2015.03.16-19.50.22:303][112]LogBlueprint:Warning: [compiler] Warning [1755.52] Compile of MyCharacter successful, but with 7 Warning(s) [in 0 ms]
[2015.03.16-19.50.22:353][112]LogBlueprint:Warning: [compiler] Warning [1755.57] Compile of MyCharacter successful, but with 8 Warning(s) [in 49 ms]
[2015.03.16-19.50.22:377][112]LogBlueprint:Warning: [compiler] Warning [1755.60] Compile of MyCharacter successful, but with 9 Warning(s) [in 24 ms]
[2015.03.16-19.50.22:419][112]LogBlueprint:Warning: [compiler] Warning [1755.64] Compile of MyCharacter successful, but with 10 Warning(s) [in 41 ms]
[2015.03.16-19.50.22:419][112]LogBlueprint:Warning: [compiler] Warning [1755.64] Compile of MyCharacter successful, but with 11 Warning(s) [in 0 ms]
[2015.03.16-19.50.22:427][112]LogPlayLevel: [PIE] Compiling TestLevel before PIE...
[2015.03.16-19.50.22:575][112]LogPlayLevel: [PIE] Compiling Enemy before PIE...
[2015.03.16-19.50.22:874][112]LogPlayLevel: [PIE] Compiling RollingMovingHUD before PIE...
[2015.03.16-19.50.23:053][112]LogPlayLevel: [PIE] Compiling BattleHUD before PIE...
[2015.03.16-19.50.23:626][112]LogPlayLevel: [PIE] Compiling InventoryHUD before PIE...
[2015.03.16-19.50.23:870][112]LogPlayLevel: [PIE] Compiling StatusHUD before PIE...
[2015.03.16-19.50.24:105][112]LogPlayLevel: PIE:  Blueprint regeneration took 2923 ms (7 blueprints)
[2015.03.16-19.50.24:106][112]PIE: New page: PIE session: TestLevel (Mar 16, 2015, 11:50:24 AM)
[2015.03.16-19.50.24:122][112]LogBlueprint:Warning: FMemberReference::ResolveMember (ClearAllHuds) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:122][112]LogBlueprint:Warning: FMemberReference::ResolveMember (ClearAllHuds) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:122][112]LogBlueprint:Warning: FMemberReference::ResolveMember (PossessPlayer) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:122][112]LogBlueprint:Warning: FMemberReference::ResolveMember (PossessPlayer) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:122][112]LogBlueprint:Warning: FMemberReference::ResolveMember (PossessPlayer) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:122][112]LogBlueprint:Warning: FMemberReference::ResolveMember (PossessPlayer) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:122][112]LogBlueprint:Warning: FMemberReference::ResolveMember (PossessPlayer) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:122][112]LogBlueprint:Warning: FMemberReference::ResolveMember (PossessPlayer) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:122][112]LogBlueprint:Warning: FMemberReference::ResolveMember (PossessPlayer) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:122][112]LogBlueprint:Warning: FMemberReference::ResolveMember (PossessPlayer) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:123][112]LogBlueprint:Warning: FMemberReference::ResolveMember (PossessPlayer) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:123][112]LogBlueprint:Warning: FMemberReference::ResolveMember (PossessPlayer) bSelfContext == true, but no scope supplied!
[2015.03.16-19.50.24:125][112]LogPlayLevel: PIE: StaticDuplicateObject took: (0.019283s)
[2015.03.16-19.50.24:126][112]LogPlayLevel: PIE: World Init took: (0.000594s)
[2015.03.16-19.50.24:126][112]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/Maps/TestLevel.TestLevel to /Game/Maps/UEDPIE_0_TestLevel.TestLevel (0.020018s)
[2015.03.16-19.50.24:167][112]LogWorld: Game class is 'Kodaina_C'
[2015.03.16-19.50.24:170][112]LogAIModule: Creating AISystem for world TestLevel
[2015.03.16-19.50.24:187][112]LogWorld: Bringing World /Game/Maps/UEDPIE_0_TestLevel.TestLevel up for play (max tick rate 60) at 2015.03.16-15.50.24
[2015.03.16-19.50.24:191][112]LogWorld: Bringing up level for play took: 0.020549
[2015.03.16-19.50.24:202][112]PIE: Info Play in editor start time for /Game/Maps/UEDPIE_0_TestLevel 2.727
[2015.03.16-19.50.55:862][786]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x0000005AC02E6020
[2015.03.16-19.50.56:857][826]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Maps/TestLevel" FILE="../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Maps/TestLevel.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2015.03.16-19.50.57:527][826]LogSavePackage: Save=355.537201ms
[2015.03.16-19.50.57:527][826]LogSavePackage: Moving '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Saved/TestLevelB7AFFCC34062F6CEB0C8A4955F29C46B.tmp' to '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Maps/TestLevel.umap'
[2015.03.16-19.50.57:613][826]LogFileHelpers: Saving map 'TestLevel' took 0.987
[2015.03.16-19.51.04:295][162]BlueprintLog: New page: Compile MyCharacter
[2015.03.16-19.51.04:922][162]LogBlueprint:Warning: [compiler] Warning Could not find a function named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Message Box 
[2015.03.16-19.51.04:928][162]LogBlueprint:Warning: [compiler] Warning Could not find a function named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Message Box 
[2015.03.16-19.51.04:929][162]LogBlueprint:Warning: [compiler] Warning Could not find a function named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Message Box 
[2015.03.16-19.51.05:114][162]LogBlueprint:Warning: [compiler] Warning Could not find the function 'MessageBox' called from  Message Box 
[2015.03.16-19.51.05:114][162]LogBlueprint:Warning: [compiler] Warning Could not find the function 'MessageBox' called from  Message Box 
[2015.03.16-19.51.05:114][162]LogBlueprint:Warning: [compiler] Warning Could not find the function 'MessageBox' called from  Message Box 
[2015.03.16-19.51.05:484][162]LogBlueprint:Warning: [compiler] Warning [1798.71] Compile of MyCharacter successful, but with 6 Warning(s) [in 1,190 ms]
[2015.03.16-19.51.05:484][162]BlueprintEditorCompileResults:Warning: Warning Could not find a function named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Message Box 
[2015.03.16-19.51.05:484][162]BlueprintEditorCompileResults:Warning: Warning Could not find a function named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Message Box 
[2015.03.16-19.51.05:484][162]BlueprintEditorCompileResults:Warning: Warning Could not find a function named "MessageBox" in 'BattleHUD_C'.
Make sure 'BattleHUD_C' has been compiled for  Message Box 
[2015.03.16-19.51.05:484][162]BlueprintEditorCompileResults:Warning: Warning Could not find the function 'MessageBox' called from  Message Box 
[2015.03.16-19.51.05:484][162]BlueprintEditorCompileResults:Warning: Warning Could not find the function 'MessageBox' called from  Message Box 
[2015.03.16-19.51.05:484][162]BlueprintEditorCompileResults:Warning: Warning Could not find the function 'MessageBox' called from  Message Box 
[2015.03.16-19.51.05:484][162]BlueprintEditorCompileResults:Warning: Warning [1798.71] Compile of MyCharacter successful, but with 6 Warning(s) [in 1,190 ms]
[2015.03.16-19.52.26:405][355]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Maps/TestLevel" FILE="../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Maps/TestLevel.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2015.03.16-19.52.27:078][355]LogSavePackage: Save=359.774384ms
[2015.03.16-19.52.27:078][355]LogSavePackage: Moving '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Saved/TestLevelE934D6564974D6466AA89C9E287D3B6E.tmp' to '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Maps/TestLevel.umap'
[2015.03.16-19.52.27:165][355]LogFileHelpers: Saving map 'TestLevel' took 1.001
[2015.03.16-19.52.27:176][355]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Blueprints/MyCharacter" FILE="../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/MyCharacter.uasset" SILENT=true
[2015.03.16-19.52.29:344][355]LogSavePackage: Save=1863.640747ms
[2015.03.16-19.52.29:344][355]LogSavePackage: Moving '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Saved/MyCharacterB5E2D35844D81D9761C9A8BC2AD64579.tmp' to '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/MyCharacter.uasset'
[2015.03.16-19.53.15:827][210]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Blueprints/MyCharacter" FILE="../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/MyCharacter.uasset" SILENT=true
[2015.03.16-19.53.17:950][210]LogSavePackage: Save=1844.626099ms
[2015.03.16-19.53.17:950][210]LogSavePackage: Moving '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Saved/MyCharacter5031632F42F7696563FDECA3ECBCBB8D.tmp' to '../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/MyCharacter.uasset'
[2015.03.16-19.54.10:340][267]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Blueprints/MyCharacter" FILE="../../../../../../../Users/Owner/Documents/Unreal Projects/Kodaina/Content/Blueprints/MyCharacter.uasset" SILENT=true
